Variable...Field.Name,Form.Name,Auto.extraction,concept_cd,expected value,expected value description,Notes,concept_desc,concept_path,Checked.by.Simran,Checked.by.Alba
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:2798819,11.99,"Other calcium channel blockers, Calcium Channel Blockers",,trandolapril-verapamil,\i2b2\Medications\Administered Medications\40\55\476\d04065\ADMINMED:2798819\,,
medcur1_code_ccb,medications_before_and_after_hosp,Yes,ADMINMED:2797682,11.99,"Other calcium channel blockers, Calcium Channel Blockers",,zzzenalapril-felodipine,\i2b2\Medications\Administered Medications\40\55\476\d04116\ADMINMED:2797682\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:2796958,12.00,"Not specified, Coagulant",,zzzaprotinin,\i2b2\Medications\Administered Medications\105\110\d03185\ADMINMED:2796958\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:307938360,12.00,"Not specified, Coagulant",,aprotinin topical,\i2b2\Medications\Administered Medications\81\85\d06221\ADMINMED:307938360\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:307938360,12.01,"Aprotinin, Coagulant",,aprotinin topical,\i2b2\Medications\Administered Medications\81\85\d06221\ADMINMED:307938360\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:2796958,12.01,"Aprotinin, Coagulant",,zzzaprotinin,\i2b2\Medications\Administered Medications\105\110\d03185\ADMINMED:2796958\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:2797361,12.02,"Aminocaproic acid, Trade name: Amicar, Coagulant",,aminocaproic acid,\i2b2\Medications\Administered Medications\81\85\d00528\ADMINMED:2797361\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:2798017,12.03,"Protamine, Coagulant",,insulin lispro-insulin lispro protamine,\i2b2\Medications\Administered Medications\358\99\215\d04510\ADMINMED:2798017\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:2798016,12.03,"Protamine, Coagulant",,zzzinsulin lispro protamine,\i2b2\Medications\Administered Medications\358\99\215\d04511\ADMINMED:2798016\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:2798011,12.03,"Protamine, Coagulant",,insulin aspart-insulin aspart protamine,\i2b2\Medications\Administered Medications\358\99\215\d04839\ADMINMED:2798011\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:2798562,12.03,"Protamine, Coagulant",,protamine,\i2b2\Medications\Administered Medications\81\488\d00362\ADMINMED:2798562\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:2798010,12.03,"Protamine, Coagulant",,zzzinsulin aspart protamine,\i2b2\Medications\Administered Medications\358\99\215\d04838\ADMINMED:2798010\,,
medcur1_code_coa,medications_before_and_after_hosp,Yes,ADMINMED:???????,12.99,"Other coagulant, Coagulant",Couldn't find code for this!,,,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:???????,13.00,"Not specified, Converting Enzyme Inhibitor",Couldn't find code for this!,,,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797044,13.01,"Benazepril, Trade name: Lotensin, Converting Enzyme Inhibitor",,benazepril,\i2b2\Medications\Administered Medications\40\42\d00730\ADMINMED:2797044\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797373,13.01,"Benazepril, Trade name: Lotensin, Converting Enzyme Inhibitor",,amLODIPine-benazepril,\i2b2\Medications\Administered Medications\40\55\476\d03829\ADMINMED:2797373\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797183,13.02,"Captopril, Trade name: Capoten, Converting Enzyme Inhibitor",,captopril,\i2b2\Medications\Administered Medications\40\42\d00006\ADMINMED:2797183\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:???????,13.03,"Cilarapril, Trade name: Primaxin, Converting Enzyme Inhibitor",Couldn't find code for this!,,,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797681,13.04,"Enalapril, Trade name: Vasotec, Converting Enzyme Inhibitor",,enalapril,\i2b2\Medications\Administered Medications\40\42\d00013\ADMINMED:2797681\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:???????,13.05,"Enalaprilat, Trade name: Vasotec, Converting Enzyme Inhibitor",Couldn't find code for this!,,,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797835,13.06,"Fosinopril, Trade name: Monopril, Converting Enzyme Inhibitor",,fosinopril,\i2b2\Medications\Administered Medications\40\42\d00242\ADMINMED:2797835\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2798131,13.07,"Lisinopril, Trade names: Prinivil, Zestril, Converting Enzyme Inhibitor",,lisinopril,\i2b2\Medications\Administered Medications\40\42\d00732\ADMINMED:2798131\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:???????,13.08,"Pentopril, Converting Enzyme Inhibitor",Couldn't find code for this!,,,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2798442,13.09,"Perindopril, Trade name: Aceon, Converting Enzyme Inhibitor",,perindopril,\i2b2\Medications\Administered Medications\40\42\d04440\ADMINMED:2798442\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2798585,13.10,"Quinapril, Trade name: Accupril, Converting Enzyme Inhibitor",,quinapril,\i2b2\Medications\Administered Medications\40\42\d00365\ADMINMED:2798585\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2798593,13.11,"Ramipril, Trade name: Altace, Converting Enzyme Inhibitor",,ramipril,\i2b2\Medications\Administered Medications\40\42\d00728\ADMINMED:2798593\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2798818,13.12,"Trandolapril, Trade name: Mavik, Converting Enzyme Inhibitor",,trandolapril,\i2b2\Medications\Administered Medications\40\42\d04008\ADMINMED:2798818\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2798819,13.99,"Other converting enzyme inhibitor, Converting Enzyme Inhibitor",,trandolapril-verapamil,\i2b2\Medications\Administered Medications\40\55\476\d04065\ADMINMED:2798819\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797946,13.99,"Other converting enzyme inhibitor, Converting Enzyme Inhibitor",,hydrochlorothiazide-quinapril,\i2b2\Medications\Administered Medications\40\55\467\d04509\ADMINMED:2797946\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:715207015,13.99,"Other converting enzyme inhibitor, Converting Enzyme Inhibitor",,amLODIPine-perindopril,\i2b2\Medications\Administered Medications\40\55\476\d07533\ADMINMED:715207015\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797940,13.99,"Other converting enzyme inhibitor, Converting Enzyme Inhibitor",,hydrochlorothiazide-lisinopril,\i2b2\Medications\Administered Medications\40\55\467\d03266\ADMINMED:2797940\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797836,13.99,"Other converting enzyme inhibitor, Converting Enzyme Inhibitor",,fosinopril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d04539\ADMINMED:2797836\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797683,13.99,"Other converting enzyme inhibitor, Converting Enzyme Inhibitor",,enalapril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d03740\ADMINMED:2797683\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797682,13.99,"Other converting enzyme inhibitor, Converting Enzyme Inhibitor",,zzzenalapril-felodipine,\i2b2\Medications\Administered Medications\40\55\476\d04116\ADMINMED:2797682\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797184,13.99,"Other converting enzyme inhibitor, Converting Enzyme Inhibitor",,captopril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d03566\ADMINMED:2797184\,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:???????,13.99,"Other converting enzyme inhibitor, Converting Enzyme Inhibitor",Couldn't find code for this!,,,,
medcur1_code_cei,medications_before_and_after_hosp,Yes,ADMINMED:2797045,13.99,"Other converting enzyme inhibitor, Converting Enzyme Inhibitor",,benazepril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d03265\ADMINMED:2797045\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:???????,14.00,"Not specified, Diuretics",Couldn't find code for this!,,,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797298,14.01,"Acetazolamide, Trade name: Diamox, Diuretics",,acetaZOLAMIDE,\i2b2\Medications\Administered Medications\57\64\351\d00161\ADMINMED:2797298\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797357,14.02,"Amiloride, Trade name: Midamor, Diuretics",,aMILoride,\i2b2\Medications\Administered Medications\40\49\155\d00169\ADMINMED:2797357\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2798330,14.03,"Nesiritide, Trade name: Natrecor, Diuretics",,nesiritide,\i2b2\Medications\Administered Medications\40\53\d04763\ADMINMED:2798330\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:15611559,14.03,"Nesiritide, Trade name: Natrecor, Diuretics",,nesiritide study (05-12-150),\i2b2\Medications\Administered Medications\Non-Categorized\15611559\ADMINMED:15611559\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797125,14.04,"Bumetanide, Trade name: Bumex, Diuretics",,bumetanide,\i2b2\Medications\Administered Medications\40\49\154\d00179\ADMINMED:2797125\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797261,14.05,"Chlorothiazide, Trade name: Diuril, Diuretics",,chlorothiazide,\i2b2\Medications\Administered Medications\40\49\156\d00190\ADMINMED:2797261\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797395,14.06,"Chlorthalidone, Trade name: Hygroton, Diuretics",,chlorthalidone,\i2b2\Medications\Administered Medications\40\49\156\d00192\ADMINMED:2797395\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797730,14.07,"Ethacrynic Acid, Trade name: Edecrin, Diuretics",,ethacrynic acid,\i2b2\Medications\Administered Medications\40\49\154\d00649\ADMINMED:2797730\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797841,14.08,"Furosemide, Trade name: Lasix, Diuretics",,furosemide,\i2b2\Medications\Administered Medications\40\49\154\d00070\ADMINMED:2797841\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797938,14.09,"Hydrochlorothiazide, Trade name: Hyprodiuril, Diuretics",,hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\49\156\d00253\ADMINMED:2797938\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2798001,14.10,"Indapamide, Trade name: Lozol, Diuretics",,indapamide,\i2b2\Medications\Administered Medications\40\49\156\d00260\ADMINMED:2798001\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2798246,14.11,"Metolazone, Trade name: Zaroxyln, Diuretics",,metolazone,\i2b2\Medications\Administered Medications\40\49\156\d00299\ADMINMED:2798246\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:???????,14.12,"Piretanide, Diuretics",Couldn't find code for this!,,,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2798711,14.13,"Spironolactone, Trade name: Aldactone, Diuretics",,spironolactone,\i2b2\Medications\Administered Medications\40\340\d00373\ADMINMED:2798711\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797358,14.14,"Thiazides, Diuretics",,aMILoride-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\475\d03193\ADMINMED:2797358\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:109815934,14.14,"Thiazides, Diuretics",,aliskiren-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\470\d07077\ADMINMED:109815934\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:280350392,14.14,"Thiazides, Diuretics",,aliskiren/amLODIPine/hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\470\d07725\ADMINMED:280350392\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:246555893,14.14,"Thiazides, Diuretics",,amLODIPine/hydrochlorothiazide/olmesartan,\i2b2\Medications\Administered Medications\40\55\470\d07668\ADMINMED:246555893\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:164477760,14.14,"Thiazides, Diuretics",,amLODIPine/hydrochlorothiazide/valsartan,\i2b2\Medications\Administered Medications\40\55\470\d07440\ADMINMED:164477760\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797045,14.14,"Thiazides, Diuretics",,benazepril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d03265\ADMINMED:2797045\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797046,14.14,"Thiazides, Diuretics",,bendroflumethiazide,\i2b2\Medications\Administered Medications\40\49\156\d00641\ADMINMED:2797046\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797047,14.14,"Thiazides, Diuretics",,bendroflumethiazide-nadolol,\i2b2\Medications\Administered Medications\40\55\472\d03259\ADMINMED:2797047\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797100,14.14,"Thiazides, Diuretics",,bisoprolol-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\472\d03744\ADMINMED:2797100\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797177,14.14,"Thiazides, Diuretics",,candesartan-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\473\d04711\ADMINMED:2797177\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797184,14.14,"Thiazides, Diuretics",,captopril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d03566\ADMINMED:2797184\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797261,14.14,"Thiazides, Diuretics",,chlorothiazide,\i2b2\Medications\Administered Medications\40\49\156\d00190\ADMINMED:2797261\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797683,14.14,"Thiazides, Diuretics",,enalapril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d03740\ADMINMED:2797683\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797703,14.14,"Thiazides, Diuretics",,eprosartan-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\473\d04837\ADMINMED:2797703\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797836,14.14,"Thiazides, Diuretics",,fosinopril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d04539\ADMINMED:2797836\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797938,14.14,"Thiazides, Diuretics",,hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\49\156\d00253\ADMINMED:2797938\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797939,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-irbesartan,\i2b2\Medications\Administered Medications\40\55\473\d04245\ADMINMED:2797939\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797940,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-lisinopril,\i2b2\Medications\Administered Medications\40\55\467\d03266\ADMINMED:2797940\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797941,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-losartan,\i2b2\Medications\Administered Medications\40\55\473\d03830\ADMINMED:2797941\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797942,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-methyldopa,\i2b2\Medications\Administered Medications\40\55\468\d03263\ADMINMED:2797942\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797943,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-metoprolol,\i2b2\Medications\Administered Medications\40\55\472\d03264\ADMINMED:2797943\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797944,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-moexipril,\i2b2\Medications\Administered Medications\40\55\467\d04141\ADMINMED:2797944\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:4103263,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-olmesartan,\i2b2\Medications\Administered Medications\40\55\473\d04878\ADMINMED:4103263\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797945,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-propranolol,\i2b2\Medications\Administered Medications\40\55\472\d03261\ADMINMED:2797945\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797946,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-quinapril,\i2b2\Medications\Administered Medications\40\55\467\d04509\ADMINMED:2797946\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797948,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-spironolactone,\i2b2\Medications\Administered Medications\40\55\475\d03247\ADMINMED:2797948\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797949,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-telmisartan,\i2b2\Medications\Administered Medications\40\55\473\d04737\ADMINMED:2797949\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797951,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-triamterene,\i2b2\Medications\Administered Medications\40\55\475\d03052\ADMINMED:2797951\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797952,14.14,"Thiazides, Diuretics",,hydrochlorothiazide-valsartan,\i2b2\Medications\Administered Medications\40\55\473\d04293\ADMINMED:2797952\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2798234,14.14,"Thiazides, Diuretics",,methyclothiazide,\i2b2\Medications\Administered Medications\40\49\156\d00643\ADMINMED:2798234\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797538,14.14,"Thiazides, Diuretics",,zzzdeserpidine-methyclothiazide,\i2b2\Medications\Administered Medications\40\55\469\d03564\ADMINMED:2797538\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797937,14.14,"Thiazides, Diuretics",,zzzhydrALAZINE-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\470\d03257\ADMINMED:2797937\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797936,14.14,"Thiazides, Diuretics",,zzzhydralazine/hydrochlorothiazide/reserpine,\i2b2\Medications\Administered Medications\40\55\470\d03256\ADMINMED:2797936\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797947,14.14,"Thiazides, Diuretics",,zzzhydrochlorothiazide-reserpine,\i2b2\Medications\Administered Medications\40\55\469\d03251\ADMINMED:2797947\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797950,14.14,"Thiazides, Diuretics",,zzzhydrochlorothiazide-timolol,\i2b2\Medications\Administered Medications\40\55\472\d03260\ADMINMED:2797950\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2798504,14.14,"Thiazides, Diuretics",,zzzpolythiazide,\i2b2\Medications\Administered Medications\40\49\156\d00647\ADMINMED:2798504\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2798505,14.14,"Thiazides, Diuretics",,zzzpolythiazide-prazosin,\i2b2\Medications\Administered Medications\40\55\469\d03268\ADMINMED:2798505\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:279883,14.14,"Thiazides, Diuretics",,,,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2798814,14.15,"Torasemide, Diuretics",,torsemide,\i2b2\Medications\Administered Medications\40\49\154\d03189\ADMINMED:2798814\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2798832,14.16,"Triamterene, Trade name: Dyrenium, Diuretics",,triamterene,\i2b2\Medications\Administered Medications\40\49\155\d00396\ADMINMED:2798832\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797951,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-triamterene,\i2b2\Medications\Administered Medications\40\55\475\d03052\ADMINMED:2797951\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797948,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-spironolactone,\i2b2\Medications\Administered Medications\40\55\475\d03247\ADMINMED:2797948\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:376625174,14.99,"Other diuretics, Diuretics",,azilsartan-chlorthalidone,\i2b2\Medications\Administered Medications\40\55\473\d07818\ADMINMED:376625174\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2796991,14.99,"Other diuretics, Diuretics",,atenolol-chlorthalidone,\i2b2\Medications\Administered Medications\40\55\472\d03258\ADMINMED:2796991\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:376625174,14.99,"Other diuretics, Diuretics",,azilsartan-chlorthalidone,\i2b2\Medications\Administered Medications\40\55\473\d07818\ADMINMED:376625174\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797358,14.99,"Other diuretics, Diuretics",,aMILoride-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\475\d03193\ADMINMED:2797358\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:109815934,14.99,"Other diuretics, Diuretics",,aliskiren-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\470\d07077\ADMINMED:109815934\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:280350392,14.99,"Other diuretics, Diuretics",,aliskiren/amLODIPine/hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\470\d07725\ADMINMED:280350392\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:246555893,14.99,"Other diuretics, Diuretics",,amLODIPine/hydrochlorothiazide/olmesartan,\i2b2\Medications\Administered Medications\40\55\470\d07668\ADMINMED:246555893\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:164477760,14.99,"Other diuretics, Diuretics",,amLODIPine/hydrochlorothiazide/valsartan,\i2b2\Medications\Administered Medications\40\55\470\d07440\ADMINMED:164477760\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797045,14.99,"Other diuretics, Diuretics",,benazepril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d03265\ADMINMED:2797045\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797100,14.99,"Other diuretics, Diuretics",,bisoprolol-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\472\d03744\ADMINMED:2797100\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797177,14.99,"Other diuretics, Diuretics",,candesartan-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\473\d04711\ADMINMED:2797177\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797184,14.99,"Other diuretics, Diuretics",,captopril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d03566\ADMINMED:2797184\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797683,14.99,"Other diuretics, Diuretics",,enalapril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d03740\ADMINMED:2797683\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797703,14.99,"Other diuretics, Diuretics",,eprosartan-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\473\d04837\ADMINMED:2797703\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797836,14.99,"Other diuretics, Diuretics",,fosinopril-hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\55\467\d04539\ADMINMED:2797836\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797938,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide,\i2b2\Medications\Administered Medications\40\49\156\d00253\ADMINMED:2797938\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797939,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-irbesartan,\i2b2\Medications\Administered Medications\40\55\473\d04245\ADMINMED:2797939\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797940,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-lisinopril,\i2b2\Medications\Administered Medications\40\55\467\d03266\ADMINMED:2797940\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797941,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-losartan,\i2b2\Medications\Administered Medications\40\55\473\d03830\ADMINMED:2797941\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797942,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-methyldopa,\i2b2\Medications\Administered Medications\40\55\468\d03263\ADMINMED:2797942\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797943,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-metoprolol,\i2b2\Medications\Administered Medications\40\55\472\d03264\ADMINMED:2797943\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797944,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-moexipril,\i2b2\Medications\Administered Medications\40\55\467\d04141\ADMINMED:2797944\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:4103263,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-olmesartan,\i2b2\Medications\Administered Medications\40\55\473\d04878\ADMINMED:4103263\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797945,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-propranolol,\i2b2\Medications\Administered Medications\40\55\472\d03261\ADMINMED:2797945\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797946,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-quinapril,\i2b2\Medications\Administered Medications\40\55\467\d04509\ADMINMED:2797946\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797948,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-spironolactone,\i2b2\Medications\Administered Medications\40\55\475\d03247\ADMINMED:2797948\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797949,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-telmisartan,\i2b2\Medications\Administered Medications\40\55\473\d04737\ADMINMED:2797949\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797951,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-triamterene,\i2b2\Medications\Administered Medications\40\55\475\d03052\ADMINMED:2797951\,,
medcur1_code_diu,medications_before_and_after_hosp,Yes,ADMINMED:2797952,14.99,"Other diuretics, Diuretics",,hydrochlorothiazide-valsartan,\i2b2\Medications\Administered Medications\40\55\473\d04293\ADMINMED:2797952\,,
